persona_id,question_id,run_index,rating,failures,response,collected_at
0,1,1,4,0,4,2026-07-15T12:51:56.141433
0,1,2,4,0,4,2026-07-15T12:51:56.070841
0,1,3,4,0,4,2026-07-15T12:51:56.526786
0,1,4,4,0,4,2026-07-15T12:51:56.228660
0,1,5,4,0,4,2026-07-15T12:51:56.617320
0,1,6,4,0,4,2026-07-15T12:51:56.073285
0,1,7,4,0,4,2026-07-15T12:51:56.125173
0,1,8,4,0,4,2026-07-15T12:51:56.142869
0,1,9,4,0,4,2026-07-15T12:51:56.246314
0,1,10,4,0,4,2026-07-15T12:51:56.073699
0,2,1,4,0,4,2026-07-15T12:51:58.072790
0,2,2,4,0,4,2026-07-15T12:51:58.369270
0,2,3,4,0,4,2026-07-15T12:51:58.071466
0,2,4,4,0,4,2026-07-15T12:52:00.280147
0,2,5,4,0,4,2026-07-15T12:51:58.612896
0,2,6,4,0,4,2026-07-15T12:51:58.037042
0,2,7,4,0,4,2026-07-15T12:51:58.823237
0,2,8,4,0,4,2026-07-15T12:51:58.751640
0,2,9,4,0,4,2026-07-15T12:51:58.745423
0,2,10,4,0,4,2026-07-15T12:51:58.797354
0,3,1,2,0,2,2026-07-15T12:51:57.553594
0,3,2,2,0,2,2026-07-15T12:51:57.551772
0,3,3,2,0,2,2026-07-15T12:51:56.973760
0,3,4,2,0,2,2026-07-15T12:51:57.160277
0,3,5,2,0,2,2026-07-15T12:51:57.611792
0,3,6,2,0,2,2026-07-15T12:51:57.540616
0,3,7,2,0,2,2026-07-15T12:51:58.401842
0,3,8,2,0,2,2026-07-15T12:51:58.470610
0,3,9,2,0,2,2026-07-15T12:51:58.366778
0,3,10,2,0,2,2026-07-15T12:51:58.374538
0,4,1,2,0,2,2026-07-15T12:51:58.362769
0,4,2,2,0,2,2026-07-15T12:51:58.510708
0,4,3,2,0,2,2026-07-15T12:51:58.917525
0,4,4,2,0,2,2026-07-15T12:51:59.046174
0,4,5,2,0,2,2026-07-15T12:51:58.910412
0,4,6,2,0,2,2026-07-15T12:51:59.143204
0,4,7,2,0,2,2026-07-15T12:51:59.164381
0,4,8,2,0,2,2026-07-15T12:51:59.312146
0,4,9,2,0,2,2026-07-15T12:51:59.152390
0,4,10,2,0,2,2026-07-15T12:51:59.457609
0,5,1,2,0,2,2026-07-15T12:52:01.004067
0,5,2,2,0,2,2026-07-15T12:52:01.094991
0,5,3,2,0,2,2026-07-15T12:52:02.134322
0,5,4,2,0,2,2026-07-15T12:52:01.655331
0,5,5,2,0,2,2026-07-15T12:52:01.484819
0,5,6,2,0,2,2026-07-15T12:52:02.324736
0,5,7,2,0,2,2026-07-15T12:52:01.541272
0,5,8,2,0,2,2026-07-15T12:52:01.447653
0,5,9,2,0,2,2026-07-15T12:52:01.460092
0,5,10,2,0,2,2026-07-15T12:52:00.064406
0,6,1,4,0,4,2026-07-15T12:51:59.997256
0,6,2,4,0,4,2026-07-15T12:51:59.971692
0,6,3,4,0,4,2026-07-15T12:52:00.075827
0,6,4,4,0,4,2026-07-15T12:52:00.641526
0,6,5,4,0,4,2026-07-15T12:52:00.381605
0,6,6,4,0,4,2026-07-15T12:52:00.883776
0,6,7,4,0,4,2026-07-15T12:52:00.924290
0,6,8,4,0,4,2026-07-15T12:52:01.187815
0,6,9,4,0,4,2026-07-15T12:52:00.960964
0,6,10,4,0,4,2026-07-15T12:52:01.137783
0,7,1,4,0,4,2026-07-15T12:52:01.109092
0,7,2,4,0,4,2026-07-15T12:52:01.457473
0,7,3,4,0,4,2026-07-15T12:52:01.632019
0,7,4,4,0,4,2026-07-15T12:52:01.692681
0,7,5,4,0,4,2026-07-15T12:52:01.844657
0,7,6,4,0,4,2026-07-15T12:52:01.811832
0,7,7,4,0,4,2026-07-15T12:52:02.245338
0,7,8,4,0,4,2026-07-15T12:52:02.073323
0,7,9,4,0,4,2026-07-15T12:52:02.776627
0,7,10,4,0,4,2026-07-15T12:52:02.245950
0,8,1,4,0,4,2026-07-15T12:52:02.083605
0,8,2,4,0,4,2026-07-15T12:52:02.261539
0,8,3,4,0,4,2026-07-15T12:52:07.283540
