persona_id,question_id,question_type,foundation,model_name,temperature,top_logprobs_requested,prompt_mode,first_token,first_token_logprob,digit_0_logit,digit_1_logit,digit_2_logit,digit_3_logit,digit_4_logit,digit_5_logit,digit_0_logprob,digit_1_logprob,digit_2_logprob,digit_3_logprob,digit_4_logprob,digit_5_logprob,digit_0_token_ids_json,digit_1_token_ids_json,digit_2_token_ids_json,digit_3_token_ids_json,digit_4_token_ids_json,digit_5_token_ids_json,missing_digits,raw_top_logprobs_json,collected_at
0,1,relevance,Harm/Care,gemma-2-9b-it-local,1.0,all_digit_variants,mfq_persona_single_digit_only_local_logits,4,-0.05453214187239297,10.685961727811687,11.44977569824483,13.765241623158433,19.77474784851132,22.68848800659182,16.091747283964907,-12.057058420652528,-11.293244450219385,-8.977778525305782,-2.9682722999528934,-0.05453214187239297,-6.651272864499308,"[265, 235276]","[266, 235274]","[267, 235284]","[268, 235304]","[269, 235310]","[270, 235308]",,"[{""token"": ""4"", ""token_stripped"": ""4"", ""logit"": 22.68848800659182, ""logprob"": -0.05453214187239297, ""token_ids"": [269, 235310]}, {""token"": ""3"", ""token_stripped"": ""3"", ""logit"": 19.77474784851132, ""logprob"": -2.9682722999528934, ""token_ids"": [268, 235304]}, {""token"": ""5"", ""token_stripped"": ""5"", ""logit"": 16.091747283964907, ""logprob"": -6.651272864499308, ""token_ids"": [270, 235308]}, {""token"": ""2"", ""token_stripped"": ""2"", ""logit"": 13.765241623158433, ""logprob"": -8.977778525305782, ""token_ids"": [267, 235284]}, {""token"": ""1"", ""token_stripped"": ""1"", ""logit"": 11.44977569824483, ""logprob"": -11.293244450219385, ""token_ids"": [266, 235274]}, {""token"": ""0"", ""token_stripped"": ""0"", ""logit"": 10.685961727811687, ""logprob"": -12.057058420652528, ""token_ids"": [265, 235276]}]",2026-03-28T09:53:31.592058
0,2,relevance,Fairness/Reciprocity,gemma-2-9b-it-local,1.0,all_digit_variants,mfq_persona_single_digit_only_local_logits,5,-0.000993227064689961,10.036870957022236,9.792627335467776,10.33860492761469,12.266149520918997,16.302152633667934,23.326066970825195,-13.29018924086765,-13.53443286242211,-12.988455270275196,-11.060910676970888,-7.024907564221952,-0.000993227064689961,"[265, 235276]","[266, 235274]","[267, 235284]","[268, 235304]","[269, 235310]","[270, 235308]",,"[{""token"": ""5"", ""token_stripped"": ""5"", ""logit"": 23.326066970825195, ""logprob"": -0.000993227064689961, ""token_ids"": [270, 235308]}, {""token"": ""4"", ""token_stripped"": ""4"", ""logit"": 16.302152633667934, ""logprob"": -7.024907564221952, ""token_ids"": [269, 235310]}, {""token"": ""3"", ""token_stripped"": ""3"", ""logit"": 12.266149520918997, ""logprob"": -11.060910676970888, ""token_ids"": [268, 235304]}, {""token"": ""2"", ""token_stripped"": ""2"", ""logit"": 10.33860492761469, ""logprob"": -12.988455270275196, ""token_ids"": [267, 235284]}, {""token"": ""0"", ""token_stripped"": ""0"", ""logit"": 10.036870957022236, ""logprob"": -13.29018924086765, ""token_ids"": [265, 235276]}, {""token"": ""1"", ""token_stripped"": ""1"", ""logit"": 9.792627335467776, ""logprob"": -13.53443286242211, ""token_ids"": [266, 235274]}]",2026-03-28T09:53:32.219860
0,3,relevance,In-group/Loyalty,gemma-2-9b-it-local,1.0,all_digit_variants,mfq_persona_single_digit_only_local_logits,2,-0.2092140937747935,16.585168838515248,20.59296607971228,22.073863983154357,14.957826614512832,11.605741503411632,10.031056419036489,-5.697909238413903,-1.6901119972168708,-0.2092140937747935,-7.325251462416318,-10.677336573517518,-12.252021657892662,"[265, 235276]","[266, 235274]","[267, 235284]","[268, 235304]","[269, 235310]","[270, 235308]",,"[{""token"": ""2"", ""token_stripped"": ""2"", ""logit"": 22.073863983154357, ""logprob"": -0.2092140937747935, ""token_ids"": [267, 235284]}, {""token"": ""1"", ""token_stripped"": ""1"", ""logit"": 20.59296607971228, ""logprob"": -1.6901119972168708, ""token_ids"": [266, 235274]}, {""token"": ""0"", ""token_stripped"": ""0"", ""logit"": 16.585168838515248, ""logprob"": -5.697909238413903, ""token_ids"": [265, 235276]}, {""token"": ""3"", ""token_stripped"": ""3"", ""logit"": 14.957826614512832, ""logprob"": -7.325251462416318, ""token_ids"": [268, 235304]}, {""token"": ""4"", ""token_stripped"": ""4"", ""logit"": 11.605741503411632, ""logprob"": -10.677336573517518, ""token_ids"": [269, 235310]}, {""token"": ""5"", ""token_stripped"": ""5"", ""logit"": 10.031056419036489, ""logprob"": -12.252021657892662, ""token_ids"": [270, 235308]}]",2026-03-28T09:53:32.844987
0,4,relevance,Authority/Respect,gemma-2-9b-it-local,1.0,all_digit_variants,mfq_persona_single_digit_only_local_logits,2,-0.20092042740042615,15.652538299573198,20.311872482299986,21.827327728271513,14.214170456035209,10.803798677602066,9.274623881564155,-6.375709856098741,-1.716375673371953,-0.20092042740042615,-7.81407769963673,-11.224449478069873,-12.753624274107784,"[265, 235276]","[266, 235274]","[267, 235284]","[268, 235304]","[269, 235310]","[270, 235308]",,"[{""token"": ""2"", ""token_stripped"": ""2"", ""logit"": 21.827327728271513, ""logprob"": -0.20092042740042615, ""token_ids"": [267, 235284]}, {""token"": ""1"", ""token_stripped"": ""1"", ""logit"": 20.311872482299986, ""logprob"": -1.716375673371953, ""token_ids"": [266, 235274]}, {""token"": ""0"", ""token_stripped"": ""0"", ""logit"": 15.652538299573198, ""logprob"": -6.375709856098741, ""token_ids"": [265, 235276]}, {""token"": ""3"", ""token_stripped"": ""3"", ""logit"": 14.214170456035209, ""logprob"": -7.81407769963673, ""token_ids"": [268, 235304]}, {""token"": ""4"", ""token_stripped"": ""4"", ""logit"": 10.803798677602066, ""logprob"": -11.224449478069873, ""token_ids"": [269, 235310]}, {""token"": ""5"", ""token_stripped"": ""5"", ""logit"": 9.274623881564155, ""logprob"": -12.753624274107784, ""token_ids"": [270, 235308]}]",2026-03-28T09:53:33.453766
0,5,relevance,Purity/Sanctity,gemma-2-9b-it-local,1.0,all_digit_variants,mfq_persona_single_digit_only_local_logits,2,-0.12784601152712938,17.97452354431936,20.34520721435653,22.434116363525494,15.070240021016753,11.967657093423739,10.462662718824049,-4.587438830733262,-2.216755160696092,-0.12784601152712938,-7.49172235403587,-10.594305281628884,-12.099299656228574,"[265, 235276]","[266, 235274]","[267, 235284]","[268, 235304]","[269, 235310]","[270, 235308]",,"[{""token"": ""2"", ""token_stripped"": ""2"", ""logit"": 22.434116363525494, ""logprob"": -0.12784601152712938, ""token_ids"": [267, 235284]}, {""token"": ""1"", ""token_stripped"": ""1"", ""logit"": 20.34520721435653, ""logprob"": -2.216755160696092, ""token_ids"": [266, 235274]}, {""token"": ""0"", ""token_stripped"": ""0"", ""logit"": 17.97452354431936, ""logprob"": -4.587438830733262, ""token_ids"": [265, 235276]}, {""token"": ""3"", ""token_stripped"": ""3"", ""logit"": 15.070240021016753, ""logprob"": -7.49172235403587, ""token_ids"": [268, 235304]}, {""token"": ""4"", ""token_stripped"": ""4"", ""logit"": 11.967657093423739, ""logprob"": -10.594305281628884, ""token_ids"": [269, 235310]}, {""token"": ""5"", ""token_stripped"": ""5"", ""logit"": 10.462662718824049, ""logprob"": -12.099299656228574, ""token_ids"": [270, 235308]}]",2026-03-28T09:53:34.062147
0,6,relevance,Harm/Care,gemma-2-9b-it-local,1.0,all_digit_variants,mfq_persona_single_digit_only_local_logits,5,-0.03853330666200705,10.389303212727528,10.420507436097083,11.35547065950883,13.94032192240933,19.823913574219077,23.068952560424826,-12.718182654359305,-12.68697843098975,-11.752015207578003,-9.167163944677503,-3.283572292867756,-0.03853330666200705,"[265, 235276]","[266, 235274]","[267, 235284]","[268, 235304]","[269, 235310]","[270, 235308]",,"[{""token"": ""5"", ""token_stripped"": ""5"", ""logit"": 23.068952560424826, ""logprob"": -0.03853330666200705, ""token_ids"": [270, 235308]}, {""token"": ""4"", ""token_stripped"": ""4"", ""logit"": 19.823913574219077, ""logprob"": -3.283572292867756, ""token_ids"": [269, 235310]}, {""token"": ""3"", ""token_stripped"": ""3"", ""logit"": 13.94032192240933, ""logprob"": -9.167163944677503, ""token_ids"": [268, 235304]}, {""token"": ""2"", ""token_stripped"": ""2"", ""logit"": 11.35547065950883, ""logprob"": -11.752015207578003, ""token_ids"": [267, 235284]}, {""token"": ""1"", ""token_stripped"": ""1"", ""logit"": 10.420507436097083, ""logprob"": -12.68697843098975, ""token_ids"": [266, 235274]}, {""token"": ""0"", ""token_stripped"": ""0"", ""logit"": 10.389303212727528, ""logprob"": -12.718182654359305, ""token_ids"": [265, 235276]}]",2026-03-28T09:53:34.670733
0,7,relevance,Fairness/Reciprocity,gemma-2-9b-it-local,1.0,all_digit_variants,mfq_persona_single_digit_only_local_logits,4,-0.24781249410912665,10.618671421401022,11.080835344907868,12.18648529141772,15.403359413173673,22.450086593627955,21.17698478698744,-12.07922766633606,-11.617063742829213,-10.511413796319362,-7.294539674563408,-0.24781249410912665,-1.5209143007496415,"[265, 235276]","[266, 235274]","[267, 235284]","[268, 235304]","[269, 235310]","[270, 235308]",,"[{""token"": ""4"", ""token_stripped"": ""4"", ""logit"": 22.450086593627955, ""logprob"": -0.24781249410912665, ""token_ids"": [269, 235310]}, {""token"": ""5"", ""token_stripped"": ""5"", ""logit"": 21.17698478698744, ""logprob"": -1.5209143007496415, ""token_ids"": [270, 235308]}, {""token"": ""3"", ""token_stripped"": ""3"", ""logit"": 15.403359413173673, ""logprob"": -7.294539674563408, ""token_ids"": [268, 235304]}, {""token"": ""2"", ""token_stripped"": ""2"", ""logit"": 12.18648529141772, ""logprob"": -10.511413796319362, ""token_ids"": [267, 235284]}, {""token"": ""1"", ""token_stripped"": ""1"", ""logit"": 11.080835344907868, ""logprob"": -11.617063742829213, ""token_ids"": [266, 235274]}, {""token"": ""0"", ""token_stripped"": ""0"", ""logit"": 10.618671421401022, ""logprob"": -12.07922766633606, ""token_ids"": [265, 235276]}]",2026-03-28T09:53:35.284957
0,8,relevance,In-group/Loyalty,gemma-2-9b-it-local,1.0,all_digit_variants,mfq_persona_single_digit_only_local_logits,2,-0.08535672611350265,13.286531448569166,16.358715057389,22.341152191162138,19.886171340942866,14.489518165663384,11.819922448602306,-9.139977468706475,-6.067793859886642,-0.08535672611350265,-2.5403375763327745,-7.936990751612257,-10.606586468673335,"[265, 235276]","[266, 235274]","[267, 235284]","[268, 235304]","[269, 235310]","[270, 235308]",,"[{""token"": ""2"", ""token_stripped"": ""2"", ""logit"": 22.341152191162138, ""logprob"": -0.08535672611350265, ""token_ids"": [267, 235284]}, {""token"": ""3"", ""token_stripped"": ""3"", ""logit"": 19.886171340942866, ""logprob"": -2.5403375763327745, ""token_ids"": [268, 235304]}, {""token"": ""1"", ""token_stripped"": ""1"", ""logit"": 16.358715057389, ""logprob"": -6.067793859886642, ""token_ids"": [266, 235274]}, {""token"": ""4"", ""token_stripped"": ""4"", ""logit"": 14.489518165663384, ""logprob"": -7.936990751612257, ""token_ids"": [269, 235310]}, {""token"": ""0"", ""token_stripped"": ""0"", ""logit"": 13.286531448569166, ""logprob"": -9.139977468706475, ""token_ids"": [265, 235276]}, {""token"": ""5"", ""token_stripped"": ""5"", ""logit"": 11.819922448602306, ""logprob"": -10.606586468673335, ""token_ids"": [270, 235308]}]",2026-03-28T09:53:35.893959
0,9,relevance,Authority/Respect,gemma-2-9b-it-local,1.0,all_digit_variants,mfq_persona_single_digit_only_local_logits,2,-0.013318436360240327,13.982158660933804,17.904628753663435,22.28390121459962,14.691764831584063,11.035451890153887,9.340274817291625,-8.315060990026057,-4.392590897296426,-0.013318436360240327,-7.605454819375797,-11.261767760805974,-12.956944833668235,"[265, 235276]","[266, 235274]","[267, 235284]","[268, 235304]","[269, 235310]","[270, 235308]",,"[{""token"": ""2"", ""token_stripped"": ""2"", ""logit"": 22.28390121459962, ""logprob"": -0.013318436360240327, ""token_ids"": [267, 235284]}, {""token"": ""1"", ""token_stripped"": ""1"", ""logit"": 17.904628753663435, ""logprob"": -4.392590897296426, ""token_ids"": [266, 235274]}, {""token"": ""3"", ""token_stripped"": ""3"", ""logit"": 14.691764831584063, ""logprob"": -7.605454819375797, ""token_ids"": [268, 235304]}, {""token"": ""0"", ""token_stripped"": ""0"", ""logit"": 13.982158660933804, ""logprob"": -8.315060990026057, ""token_ids"": [265, 235276]}, {""token"": ""4"", ""token_stripped"": ""4"", ""logit"": 11.035451890153887, ""logprob"": -11.261767760805974, ""token_ids"": [269, 235310]}, {""token"": ""5"", ""token_stripped"": ""5"", ""logit"": 9.340274817291625, ""logprob"": -12.956944833668235, ""token_ids"": [270, 235308]}]",2026-03-28T09:53:36.503676
0,10,relevance,Purity/Sanctity,gemma-2-9b-it-local,1.0,all_digit_variants,mfq_persona_single_digit_only_local_logits,2,-0.09834498826407412,18.484775543218195,20.50209236145129,22.919958114624094,16.695800781312048,13.503396035269983,12.07404232546043,-4.533527559669974,-2.516210741436879,-0.09834498826407412,-6.3225023215761205,-9.514907067618186,-10.944260777427738,"[265, 235276]","[266, 235274]","[267, 235284]","[268, 235304]","[269, 235310]","[270, 235308]",,"[{""token"": ""2"", ""token_stripped"": ""2"", ""logit"": 22.919958114624094, ""logprob"": -0.09834498826407412, ""token_ids"": [267, 235284]}, {""token"": ""1"", ""token_stripped"": ""1"", ""logit"": 20.50209236145129, ""logprob"": -2.516210741436879, ""token_ids"": [266, 235274]}, {""token"": ""0"", ""token_stripped"": ""0"", ""logit"": 18.484775543218195, ""logprob"": -4.533527559669974, ""token_ids"": [265, 235276]}, {""token"": ""3"", ""token_stripped"": ""3"", ""logit"": 16.695800781312048, ""logprob"": -6.3225023215761205, ""token_ids"": [268, 235304]}, {""token"": ""4"", ""token_stripped"": ""4"", ""logit"": 13.503396035269983, ""logprob"": -9.514907067618186, ""token_ids"": [269, 235310]}, {""token"": ""5"", ""token_stripped"": ""5"", ""logit"": 12.07404232546043, ""logprob"": -10.944260777427738, ""token_ids"": [270, 235308]}]",2026-03-28T09:53:37.100916
