question_id,run_index,rating,failures,response,collected_at
1,1,5,0,5,2025-10-28T08:46:47.151404
1,2,5,0,5,2025-10-28T08:46:47.951064
1,3,5,0,5,2025-10-28T08:46:48.751226
1,4,5,0,5,2025-10-28T08:46:51.142546
1,5,5,0,5,2025-10-28T08:46:51.899097
1,6,5,0,5,2025-10-28T08:46:53.349026
1,7,5,0,5,2025-10-28T08:46:55.241212
1,8,5,0,5,2025-10-28T08:46:57.032453
1,9,5,0,5,2025-10-28T08:46:58.783438
1,10,5,0,5,2025-10-28T08:47:01.180910
2,1,4,0,4,2025-10-28T08:47:02.878213
2,2,4,0,4,2025-10-28T08:47:03.658765
2,3,4,0,4,2025-10-28T08:47:06.075183
2,4,4,0,4,2025-10-28T08:47:07.978939
2,5,4,0,4,2025-10-28T08:47:10.432507
2,6,4,0,4,2025-10-28T08:47:12.240525
2,7,4,0,4,2025-10-28T08:47:14.029406
2,8,4,0,4,2025-10-28T08:47:14.799575
2,9,4,0,4,2025-10-28T08:47:16.668752
2,10,4,0,4,2025-10-28T08:47:18.474113
3,1,0,0,0,2025-10-28T08:47:20.287331
3,2,0,0,0,2025-10-28T08:47:21.002707
3,3,0,0,0,2025-10-28T08:47:21.902444
3,4,0,0,0,2025-10-28T08:47:22.749313
3,5,0,0,0,2025-10-28T08:47:25.215132
3,6,0,0,0,2025-10-28T08:47:26.994912
3,7,0,0,0,2025-10-28T08:47:27.728721
3,8,0,0,0,2025-10-28T08:47:28.580444
3,9,0,0,0,2025-10-28T08:47:30.386038
3,10,0,0,0,2025-10-28T08:47:32.212395
4,1,0,0,0,2025-10-28T08:47:33.934732
4,2,0,0,0,2025-10-28T08:47:34.805357
4,3,0,0,0,2025-10-28T08:47:35.661487
4,4,0,0,0,2025-10-28T08:47:38.092105
4,5,0,0,0,2025-10-28T08:47:39.834369
4,6,0,0,0,2025-10-28T08:47:41.774311
4,7,0,0,0,2025-10-28T08:47:43.483278
4,8,0,0,0,2025-10-28T08:47:45.280697
4,9,0,0,0,2025-10-28T08:47:46.146832
4,10,0,0,0,2025-10-28T08:47:47.572213
5,1,0,0,0,2025-10-28T08:47:48.459091
5,2,0,0,0,2025-10-28T08:47:50.000958
5,3,0,0,0,2025-10-28T08:47:50.881191
5,4,0,0,0,2025-10-28T08:47:52.713551
5,5,0,0,0,2025-10-28T08:47:55.181584
5,6,0,0,0,2025-10-28T08:47:56.155186
5,7,0,0,0,2025-10-28T08:47:58.765325
5,8,0,0,0,2025-10-28T08:48:00.397116
5,9,0,0,0,2025-10-28T08:48:01.194296
5,10,0,0,0,2025-10-28T08:48:03.686000
6,1,4,0,4,2025-10-28T08:48:05.565380
6,2,4,0,4,2025-10-28T08:48:08.194372
6,3,4,0,4,2025-10-28T08:48:09.917189
6,4,4,0,4,2025-10-28T08:48:12.519481
6,5,4,0,4,2025-10-28T08:48:14.013987
6,6,4,0,4,2025-10-28T08:48:15.458209
6,7,4,0,4,2025-10-28T08:48:17.913986
6,8,4,0,4,2025-10-28T08:48:20.436042
6,9,4,0,4,2025-10-28T08:48:21.247336
6,10,4,0,4,2025-10-28T08:48:23.033585
7,1,4,0,4,2025-10-28T08:48:23.834323
7,2,4,0,4,2025-10-28T08:48:24.717071
7,3,4,0,4,2025-10-28T08:48:27.131837
7,4,4,0,4,2025-10-28T08:48:28.544461
7,5,4,0,4,2025-10-28T08:48:29.382365
7,6,4,0,4,2025-10-28T08:48:31.177026
7,7,4,0,4,2025-10-28T08:48:31.986952
7,8,4,0,4,2025-10-28T08:48:33.813927
7,9,4,0,4,2025-10-28T08:48:34.613850
7,10,4,0,4,2025-10-28T08:48:37.177097
8,1,0,0,0,2025-10-28T08:48:39.631187
8,2,0,0,0,2025-10-28T08:48:42.090469
8,3,0,0,0,2025-10-28T08:48:44.511058
8,4,0,0,0,2025-10-28T08:48:45.397740
8,5,0,0,0,2025-10-28T08:48:46.317254
8,6,0,0,0,2025-10-28T08:48:47.797891
8,7,0,0,0,2025-10-28T08:48:55.702246
8,8,0,0,0,2025-10-28T08:48:58.380097
8,9,0,0,0,2025-10-28T08:48:59.105334
8,10,0,0,0,2025-10-28T08:48:59.989593
9,1,0,0,0,2025-10-28T08:49:01.540353
9,2,0,0,0,2025-10-28T08:49:03.377838
9,3,0,0,0,2025-10-28T08:49:04.750049
9,4,0,0,0,2025-10-28T08:49:06.576812
9,5,0,0,0,2025-10-28T08:49:08.271900
